Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
La Vega,Dominican Republic,,,,,,
Maria Trinidad Sanchez,Dominican Republic,,,,,,
Monsenor Nouel,Dominican Republic,,,,,,
Monte Cristi,Dominican Republic,,,,,,
Monte Plata,Dominican Republic,,,,,,
Pedernales,Dominican Republic,,,,,,
Peravia,Dominican Republic,,,,,,
Puerto Plata,Dominican Republic,,,,,,
Samana,Dominican Republic,,,,,,
San Cristobal,Dominican Republic,,,,,,
San Jose de Ocoa,Dominican Republic,,,,,,
San Juan,Dominican Republic,,,,,,
San Pedro de Macoris,Dominican Republic,,,,,,
Sanchez Ramirez,Dominican Republic,,,,,,
Santiago,Dominican Republic,,,,,,
Santiago Rodriguez,Dominican Republic,,,,,,
Santo Domingo,Dominican Republic,,,,,,
Valverde,Dominican Republic,,,,,,
Azuay,Ecuador,,,,,,
Bolivar,Ecuador,,,,,,
Canar,Ecuador,,,,,,
Carchi,Ecuador,,,,,,
Chimborazo,Ecuador,,,,,,
Cotopaxi,Ecuador,,,,,,
El Oro,Ecuador,,,,,,
Esmeraldas,Ecuador,,,,,,
Galapagos,Ecuador,,,,,,
Guayas,Ecuador,,,,,,
Imbabura,Ecuador,,,,,,
Loja,Ecuador,,,,,,
Los Rios,Ecuador,,,,,,
Manabi,Ecuador,,,,,,
Morona Santiago,Ecuador,,,,,,
Napo,Ecuador,,,,,,
Orellana,Ecuador,,,,,,
Pastaza,Ecuador,,,,,,
Pichincha,Ecuador,,,,,,
Santa Elena,Ecuador,,,,,,
Santo Domingo de los Tsachilas,Ecuador,,,,,,
Sucumbios,Ecuador,,,,,,
Tungurahua,Ecuador,,,,,,
Zamora-Chinchipe,Ecuador,,,,,,
Ahuachapan,El Salvador,,,,,,
Cabanas,El Salvador,,,,,,
Chalatenango,El Salvador,,,,,,
Cuscatlan,El Salvador,,,,,,
La Libertad,El Salvador,,,,,,
La Paz,El Salvador,,,,,,
La Unión,El Salvador,,,,,,
Morazan,El Salvador,,,,,,
San Miguel,El Salvador,,,,,,
San Vicente,El Salvador,,,,,,
Santa Ana,El Salvador,,,,,,
Sonsonate,El Salvador,,,,,,
Usulutan,El Salvador,,,,,,
Atlantida,Honduras,,,,,,
Choluteca,Honduras,,,,,,
Colon,Honduras,,,,,,
Comayagua,Honduras,,,,,,
Copan,Honduras,,,,,,
Cortes,Honduras,,,,,,
El Paraiso,Honduras,,,,,,
Francisco Morazan,Honduras,,,,,,
Gracias a Dios,Honduras,,,,,,
Intibuca,Honduras,,,,,,
Islas de la Bahia,Honduras,,,,,,
La Paz,Honduras,,,,,,
Lempira,Honduras,,,,,,
Ocotepeque,Honduras,,,,,,
Olancho,Honduras,,,,,,
Santa Barbara,Honduras,,,,,,
"Valle ",Honduras,,,,,,
Yoro,Honduras,,,,,,
Aguascalientes,Mexico,,,,,,
Baja California,Mexico,,,,,,
Baja California Sur,Mexico,,,,,,
Campeche,Mexico,,,,,,
Chiapas,Mexico,,,,,,
Chihuahua,Mexico,,,,,,
Ciudad de Mexico,Mexico,,,,,,
Coahuila,Mexico,,,,,,
Colima,Mexico,,,,,,
Durango,Mexico,,,,,,
Guanajuato,Mexico,,,,,,
Guerrero,Mexico,,,,,,
Hidalgo,Mexico,,,,,,
Jalisco,Mexico,,,,,,
Michoacan,Mexico,,,,,,
Morelos,Mexico,,,,,,
Mexico,Mexico,,,,,,
Nayarit,Mexico,,,,,,
Nuevo Leon,Mexico,,,,,,
Oaxaca,Mexico,,,,,,
Puebla,Mexico,,,,,,
Queretaro,Mexico,,,,,,
Quintana Roo,Mexico,,,,,,
San Luis Potosi,Mexico,,,,,,
Sinaloa,Mexico,,,,,,
Sonora,Mexico,,,,,,
Tabasco,Mexico,,,,,,
Tamaulipas,Mexico,,,,,,
Tlaxcala,Mexico,,,,,,
Veracruz,Mexico,,,,,,
Yucatan,Mexico,,,,,,
Zacatecas,Mexico,,,,,,
Boaco,Nicaragua,,,,,,
Carazo,Nicaragua,,,,,,
Chinandega,Nicaragua,,,,,,
Chontales,Nicaragua,,,,,,
Estelí,Nicaragua,,,,,,
Granada,Nicaragua,,,,,,
Jinotega,Nicaragua,,,,,,
León,Nicaragua,,,,,,
Madriz,Nicaragua,,,,,,
Managua,Nicaragua,,,,,,
Masaya,Nicaragua,,,,,,
Matagalpa,Nicaragua,,,,,,
Nueva Segovia,Nicaragua,,,,,,
Rivas,Nicaragua,,,,,,
Rio San Juan,Nicaragua,,,,,,
NCCAR,Nicaragua,,,,,,
SCCAR,Nicaragua,,,,,,
Bocas del Toro,Panama,,,,,,
Chiriqui,Panama,,,,,,
Cocle,Panama,,,,,,
Colon,Panama,,,,,,
Darien,Panama,,,,,,
Herrera,Panama,,,,,,
Los Santos,Panama,,,,,,
Panama,Panama,,,,,,
Panama Oeste,Panama,,,,,,
Veraguas,Panama,,,,,,
Embera,Panama,,,,,,
Guna Yala,Panama,,,,,,
Ngabe-Bugle,Panama,,,,,,
Distrito Capital,Paraguay,,,,,,
Concepcion,Paraguay,,,,,,
San Pedro,Paraguay,,,,,,
Cordillera,Paraguay,,,,,,
Guaira,Paraguay,,,,,,
Caaguazu,Paraguay,,,,,,
Caazapa,Paraguay,,,,,,
Itapua,Paraguay,,,,,,
Misiones,Paraguay,,,,,,
Paraguari,Paraguay,,,,,,
Alto Parana,Paraguay,,,,,,
Central,Paraguay,,,,,,
Neembucu,Paraguay,,,,,,
Amambay,Paraguay,,,,,,
Canindeyu,Paraguay,,,,,,
Presidente Hayes,Paraguay,,,,,,
Alto Paraguay,Paraguay,,,,,,
Boqueron,Paraguay,,,,,,
Lima,Peru,,,,,,
Loreto,Peru,,,,,,
Lambayeque,Peru,,,,,,
Callao,Peru,,,,,,
Cusco,Peru,,,,,,
Piura,Peru,,,,,,
La Libertad,Peru,,,,,,
Ancash,Peru,,,,,,
Huanuco,Peru,,,,,,
Arequipa,Peru,,,,,,
Ica,Peru,,,,,,
Madre de dios,Peru,,,,,,
Tumbes,Peru,,,,,,
Cajamarca,Peru,,,,,,
Amazonas,Peru,,,,,,
San Martin,Peru,,,,,,
Ucayali,Peru,,,,,,
Pasco,Peru,,,,,,
Junin,Peru,,,,,,
Huancavelica,Peru,,,,,,
Ayacucho,Peru,,,,,,
Apurimac,Peru,,,,,,
Puno,Peru,,,,,,
Moquegua,Peru,,,,,,
Tacna,Peru,,,,,,
Artigas,Uruguay,,,,,,
Canelones,Uruguay,,,,,,
Cerro Largo,Uruguay,,,,,,
Colonia,Uruguay,,,,,,
Durazno,Uruguay,,,,,,
Flores,Uruguay,,,,,,
Florida,Uruguay,,,,,,
Lavalleja,Uruguay,,,,,,
Maldonado,Uruguay,,,,,,
Montevideo,Uruguay,,,,,,
Paysandu,Uruguay,,,,,,
Rio Negro,Uruguay,,,,,,
Rivera,Uruguay,,,,,,
Rocha,Uruguay,,,,,,
Salto,Uruguay,,,,,,
San Jose,Uruguay,,,,,,
Soriano,Uruguay,,,,,,
Tacuarembo,Uruguay,,,,,,
Treinta y Tres,Uruguay,,,,,,
Amazonas,Venezuela,2023-03-22T20:11:00,0,0,0,5.66049,-67.5834274
Anzoategui,Venezuela,2023-03-22T20:11:01,2,0,0,10.21667,-64.6166687
Apure,Venezuela,2023-03-22T20:11:02,2,0,0,7.8878198,-67.4723587
Aragua,Venezuela,2023-03-22T20:11:03,6,0,0,10.2353497,-67.5911331
Barinas,Venezuela,2023-03-22T20:11:04,3,0,0,8.6226101,-70.207489
Bolivar,Venezuela,2023-03-22T20:11:05,0,0,0,8.1292295,-63.5408592
Caracas,Venezuela,2023-03-22T20:11:06,20,0,0,10.4880104,-66.8791885
Carabobo,Venezuela,2023-03-22T20:11:07,0,0,0,10.1620197,-68.0076523
Cojedes,Venezuela,2023-03-22T20:11:08,1,0,0,9.6612396,-68.5826797
Delta Amacuro,Venezuela,2023-03-22T20:11:09,0,0,0,9.0580597,-62.0499992
Falcon,Venezuela,2023-03-22T20:11:10,2,0,0,11.6955996,-70.1995697
Guarico,Venezuela,2023-03-22T20:11:11,0,0,0,9.91152,-67.3538132
Vargas,Venezuela,2023-03-22T20:11:12,8,0,0,10.5962095,-66.9548492
Lara,Venezuela,2023-03-22T20:11:13,1,0,0,10.0647001,-69.3570328
Merida,Venezuela,2023-03-22T20:11:14,1,0,0,8.5897198,-71.1561127
Miranda,Venezuela,2023-03-22T20:11:15,31,0,15,10.4722605,-66.8015518
Monagas,Venezuela,2023-03-22T20:11:16,1,0,0,9.7456903,-63.1832314
Nueva Esparta,Venezuela,2023-03-22T20:11:17,1,0,0,10.9577103,-63.869709
Portuguesa,Venezuela,2023-03-22T20:11:18,1,0,0,9.0418301,-69.7420578
Sucre,Venezuela,2023-03-22T20:11:19,0,0,0,10.45397,-64.1825638
Tachira,Venezuela,2023-03-22T20:11:20,1,0,0,7.7669401,-72.2249985
Trujillo,Venezuela,2023-03-22T20:11:21,0,0,0,9.3658304,-70.4369431
Yaracuy,Venezuela,2023-03-22T20:11:22,0,0,0,10.3399096,-68.7424698
Zulia,Venezuela,2023-03-22T20:11:23,1,0,0,10.6666298,-71.6124496
