Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Hato Mayor,Dominican Republic,,,,,,
Hermanas Mirabal,Dominican Republic,,,,,,
Independencia,Dominican Republic,,,,,,
La Altagracia,Dominican Republic,,,,,,
La Romana,Dominican Republic,,,,,,
La Vega,Dominican Republic,,,,,,
Maria Trinidad Sanchez,Dominican Republic,,,,,,
Monsenor Nouel,Dominican Republic,,,,,,
Monte Cristi,Dominican Republic,,,,,,
Monte Plata,Dominican Republic,,,,,,
Pedernales,Dominican Republic,,,,,,
Peravia,Dominican Republic,,,,,,
Puerto Plata,Dominican Republic,,,,,,
Samana,Dominican Republic,,,,,,
San Cristobal,Dominican Republic,,,,,,
San Jose de Ocoa,Dominican Republic,,,,,,
San Juan,Dominican Republic,,,,,,
San Pedro de Macoris,Dominican Republic,,,,,,
Sanchez Ramirez,Dominican Republic,,,,,,
Santiago,Dominican Republic,,,,,,
Santiago Rodriguez,Dominican Republic,,,,,,
Santo Domingo,Dominican Republic,,,,,,
Valverde,Dominican Republic,,,,,,
Azuay,Ecuador,2020-03-21T22:00:00,19,0,0,,
Bolivar,Ecuador,2020-03-21T22:00:00,5,0,0,,
Canar,Ecuador,2020-03-21T22:00:00,3,0,0,,
Carchi,Ecuador,2020-03-21T22:00:00,0,0,0,,
Chimborazo,Ecuador,2020-03-21T22:00:00,4,0,0,,
Cotopaxi,Ecuador,2020-03-21T22:00:00,0,0,0,,
El Oro,Ecuador,2020-03-21T22:00:00,2,0,0,,
Esmeraldas,Ecuador,2020-03-21T22:00:00,2,0,0,,
Galapagos,Ecuador,2020-03-21T22:00:00,0,0,0,,
Guayas,Ecuador,2020-03-21T22:00:00,397,0,0,,
Imbabura,Ecuador,2020-03-21T22:00:00,3,0,0,,
Loja,Ecuador,2020-03-21T22:00:00,5,0,0,,
Los Rios,Ecuador,2020-03-21T22:00:00,22,0,0,,
Manabi,Ecuador,2020-03-21T22:00:00,9,0,0,,
Morona Santiago,Ecuador,2020-03-21T22:00:00,3,0,0,,
Napo,Ecuador,2020-03-21T22:00:00,0,0,0,,
Orellana,Ecuador,2020-03-21T22:00:00,0,0,0,,
Pastaza,Ecuador,2020-03-21T22:00:00,0,0,0,,
Pichincha,Ecuador,2020-03-21T22:00:00,50,0,0,,
Santa Elena,Ecuador,2020-03-21T22:00:00,1,0,0,,
Santo Domingo de los Tsachilas,Ecuador,2020-03-21T22:00:00,4,0,0,,
Sucumbios,Ecuador,2020-03-21T22:00:00,3,0,0,,
Tungurahua,Ecuador,2020-03-21T22:00:00,0,0,0,,
Zamora-Chinchipe,Ecuador,2020-03-21T22:00:00,0,0,0,,
Ahuachapan,El Salvador,,,,,,
Cabanas,El Salvador,,,,,,
Chalatenango,El Salvador,,,,,,
Cuscatlan,El Salvador,,,,,,
La Libertad,El Salvador,,,,,,
La Paz,El Salvador,,,,,,
La Unión,El Salvador,,,,,,
Morazan,El Salvador,,,,,,
San Miguel,El Salvador,,,,,,
San Vicente,El Salvador,,,,,,
Santa Ana,El Salvador,,,,,,
Sonsonate,El Salvador,,,,,,
Usulutan,El Salvador,,,,,,
Atlantida,Honduras,,,,,,
Choluteca,Honduras,,,,,,
Colon,Honduras,,,,,,
Comayagua,Honduras,,,,,,
Copan,Honduras,,,,,,
Cortes,Honduras,,,,,,
El Paraiso,Honduras,,,,,,
Francisco Morazan,Honduras,,,,,,
Gracias a Dios,Honduras,,,,,,
Intibuca,Honduras,,,,,,
Islas de la Bahia,Honduras,,,,,,
La Paz,Honduras,,,,,,
Lempira,Honduras,,,,,,
Ocotepeque,Honduras,,,,,,
Olancho,Honduras,,,,,,
Santa Barbara,Honduras,,,,,,
Valle ,Honduras,,,,,,
Yoro,Honduras,,,,,,
Aguascalientes,Mexico,,,,,,
Baja California,Mexico,,,,,,
Baja California Sur,Mexico,,,,,,
Campeche,Mexico,,,,,,
Chiapas,Mexico,,,,,,
Chihuahua,Mexico,,,,,,
Coahuila,Mexico,,,,,,
Colima,Mexico,,,,,,
Ciudad de Mexico,Mexico,,,,,,
Durango,Mexico,,,,,,
Guanajuato,Mexico,,,,,,
Guerrero,Mexico,,,,,,
Hidalgo,Mexico,,,,,,
Jalisco,Mexico,,,,,,
Mexico,Mexico,,,,,,
Michoacan,Mexico,,,,,,
Morelos,Mexico,,,,,,
Nayarit,Mexico,,,,,,
Nuevo Leon,Mexico,,,,,,
Oaxaca,Mexico,,,,,,
Puebla,Mexico,,,,,,
Queretaro,Mexico,,,,,,
Quintana Roo,Mexico,,,,,,
San Luis Potosi,Mexico,,,,,,
Sinaloa,Mexico,,,,,,
Sinaloa,Mexico,,,,,,
Sonora ,Mexico,,,,,,
Tabasco,Mexico,,,,,,
Tamaulipas,Mexico,,,,,,
Tlaxcala,Mexico,,,,,,
Veracruz,Mexico,,,,,,
Yucatan,Mexico,,,,,,
Zacatecas,Mexico,,,,,,
Boaco,Nicaragua,,,,,,
Carazo,Nicaragua,,,,,,
Chinandega,Nicaragua,,,,,,
Chontales,Nicaragua,,,,,,
Estelí,Nicaragua,,,,,,
Granada,Nicaragua,,,,,,
Jinotega,Nicaragua,,,,,,
León,Nicaragua,,,,,,
Madriz,Nicaragua,,,,,,
Managua,Nicaragua,,,,,,
Masaya,Nicaragua,,,,,,
Matagalpa,Nicaragua,,,,,,
Nueva Segovia,Nicaragua,,,,,,
Rivas,Nicaragua,,,,,,
Rio San Juan,Nicaragua,,,,,,
NCCAR,Nicaragua,,,,,,
SCCAR,Nicaragua,,,,,,
Bocas del Toro,Panama,,,,,,
Chiriqui,Panama,,,,,,
Cocle,Panama,,,,,,
Colon,Panama,,,,,,
Darien,Panama,,,,,,
Herrera,Panama,,,,,,
Los Santos,Panama,,,,,,
Panama,Panama,,,,,,
Panama Oeste,Panama,,,,,,
Veraguas,Panama,,,,,,
Embera,Panama,,,,,,
Guna Yala,Panama,,,,,,
Ngabe-Bugle,Panama,,,,,,
Distrito Capital,Paraguay,,,,,,
Concepcion,Paraguay,,,,,,
San Pedro,Paraguay,,,,,,
Cordillera,Paraguay,,,,,,
Guaira,Paraguay,,,,,,
Caaguazu,Paraguay,,,,,,
Caazapa,Paraguay,,,,,,
Itapua,Paraguay,,,,,,
Misiones,Paraguay,,,,,,
Paraguari,Paraguay,,,,,,
Alto Parana,Paraguay,,,,,,
Central,Paraguay,,,,,,
Neembucu,Paraguay,,,,,,
Amambay,Paraguay,,,,,,
Canindeyu,Paraguay,,,,,,
Presidente Hayes,Paraguay,,,,,,
Alto Paraguay,Paraguay,,,,,,
Boqueron,Paraguay,,,,,,
Lima,Peru,2020-03-18T16:59:34,119,0,1,,
Loreto,Peru,2020-03-18T16:59:34,10,0,0,,
Lambayeque,Peru,2020-03-18T16:59:34,6,0,0,,
Callao,Peru,2020-03-18T16:59:34,5,0,0,,
Cusco,Peru,2020-03-18T16:59:34,3,0,0,,
Piura,Peru,2020-03-18T16:59:34,2,0,0,,
La Libertad,Peru,2020-03-18T16:59:34,2,0,0,,
Ancash,Peru,2020-03-18T16:59:34,2,0,0,,
Huanuco,Peru,2020-03-18T16:59:34,2,0,0,,
Arequipa,Peru,2020-03-18T16:59:34,2,0,0,,
Ica,Peru,2020-03-18T16:59:34,1,0,0,,
Madre de dios,Peru,2020-03-18T16:59:34,1,0,0,,
Tumbes,Peru,2020-03-18T16:59:34,0,0,0,,
Cajamarca,Peru,2020-03-18T16:59:34,0,0,0,,
Amazonas,Peru,2020-03-18T16:59:34,0,0,0,,
San Martin,Peru,2020-03-18T16:59:34,0,0,0,,
Ucayali,Peru,2020-03-18T16:59:34,0,0,0,,
Pasco,Peru,2020-03-18T16:59:34,0,0,0,,
Junin,Peru,2020-03-18T16:59:34,0,0,0,,
Huancavelica,Peru,2020-03-18T16:59:34,0,0,0,,
Ayacucho,Peru,2020-03-18T16:59:34,0,0,0,,
Apurimac,Peru,2020-03-18T16:59:34,0,0,0,,
Puno,Peru,2020-03-18T16:59:34,0,0,0,,
Moquegua,Peru,2020-03-18T16:59:34,0,0,0,,
Tacna,Peru,2020-03-18T16:59:34,0,0,0,,
Artigas,Uruguay,,,,,,
Canelones,Uruguay,,,,,,
Cerro Largo,Uruguay,,,,,,
Colonia,Uruguay,,,,,,
Durazno,Uruguay,,,,,,
Flores,Uruguay,,,,,,
Florida,Uruguay,,,,,,
Lavalleja,Uruguay,,,,,,
Maldonado,Uruguay,,,,,,
Montevideo,Uruguay,,,,,,
Paysandu,Uruguay,,,,,,
Rio Negro,Uruguay,,,,,,
Rivera,Uruguay,,,,,,
Rocha,Uruguay,,,,,,
Salto,Uruguay,,,,,,
San Jose,Uruguay,,,,,,
Soriano,Uruguay,,,,,,
Tacuarembo,Uruguay,,,,,,
Treinta y Tres,Uruguay,,,,,,
Amazonas,Venezuela,2020-03-22T18:08:21,0,0,0,5.66049,-67.5834274
Anzoategui,Venezuela,2020-03-22T18:08:22,2,0,0,10.21667,-64.6166687
Apure,Venezuela,2020-03-22T18:08:23,2,0,0,7.8878198,-67.4723587
Aragua,Venezuela,2020-03-22T18:08:24,6,0,0,10.2353497,-67.5911331
Barinas,Venezuela,2020-03-22T18:08:25,0,0,0,8.6226101,-70.207489
Bolivar,Venezuela,2020-03-22T18:08:26,0,0,0,8.1292295,-63.5408592
Caracas,Venezuela,2020-03-22T18:08:27,19,0,0,10.4880104,-66.8791885
Carabobo,Venezuela,2020-03-22T18:08:28,0,0,0,10.1620197,-68.0076523
Cojedes,Venezuela,2020-03-22T18:08:29,1,0,0,9.6612396,-68.5826797
Delta Amacuro,Venezuela,2020-03-22T18:08:30,0,0,0,9.0580597,-62.0499992
Falcon,Venezuela,2020-03-22T18:08:31,2,0,0,11.6955996,-70.1995697
Guarico,Venezuela,2020-03-22T18:08:32,0,0,0,9.91152,-67.3538132
Vargas,Venezuela,2020-03-22T18:08:33,8,0,0,10.5962095,-66.9548492
Lara,Venezuela,2020-03-22T18:08:34,1,0,0,10.0647001,-69.3570328
Merida,Venezuela,2020-03-22T18:08:35,1,0,0,8.5897198,-71.1561127
Miranda,Venezuela,2020-03-22T18:08:36,30,0,15,10.4722605,-66.8015518
Monagas,Venezuela,2020-03-22T18:08:37,1,0,0,9.7456903,-63.1832314
Nueva Esparta,Venezuela,2020-03-22T18:08:38,1,0,0,10.9577103,-63.869709
Portuguesa,Venezuela,2020-03-22T18:08:39,1,0,0,9.0418301,-69.7420578
Sucre,Venezuela,2020-03-22T18:08:40,0,0,0,10.45397,-64.1825638
Tachira,Venezuela,2020-03-22T18:08:41,1,0,0,7.7669401,-72.2249985
Trujillo,Venezuela,2020-03-22T18:08:42,0,0,0,9.3658304,-70.4369431
Yaracuy,Venezuela,2020-03-22T18:08:43,0,0,0,10.3399096,-68.7424698
Zulia,Venezuela,2020-03-22T18:08:44,1,0,0,10.6666298,-71.6124496
