Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Arauca,Colombia,2020-03-14T17:00:00,0,0,0,,
Atlantico,Colombia,2020-03-14T17:00:00,0,0,0,,
Bogota,Colombia,2020-03-14T17:00:00,0,0,0,,
Bolivar,Colombia,2020-03-14T17:00:00,1,0,0,,
Boyaca,Colombia,2020-03-14T17:00:00,0,0,0,,
Caldas,Colombia,2020-03-14T17:00:00,0,0,0,,
Caqueta,Colombia,2020-03-14T17:00:00,0,0,0,,
Casanare,Colombia,2020-03-14T17:00:00,0,0,0,,
Cauca,Colombia,2020-03-14T17:00:00,0,0,0,,
"Cesar ",Colombia,2020-03-14T17:00:00,0,0,0,,
Choco,Colombia,2020-03-14T17:00:00,0,0,0,,
Cordoba,Colombia,2020-03-14T17:00:00,0,0,0,,
Cundinamarca,Colombia,2020-03-14T17:00:00,6,0,0,,
Guainia,Colombia,2020-03-14T17:00:00,0,0,0,,
Guaviare,Colombia,2020-03-14T17:00:00,0,0,0,,
Huila,Colombia,2020-03-14T17:00:00,2,0,0,,
La Guajira,Colombia,2020-03-14T17:00:00,0,0,0,,
Magdalena,Colombia,2020-03-14T17:00:00,0,0,0,,
Meta,Colombia,2020-03-14T17:00:00,1,0,0,,
Narino,Colombia,2020-03-14T17:00:00,0,0,0,,
Norte de Santander,Colombia,2020-03-14T17:00:00,0,0,0,,
Putumayo,Colombia,2020-03-14T17:00:00,0,0,0,,
Quindio,Colombia,2020-03-14T17:00:00,0,0,0,,
Risaralda,Colombia,2020-03-14T17:00:00,0,0,0,,
San Andres y Providencia,Colombia,2020-03-14T17:00:00,0,0,0,,
Santander,Colombia,2020-03-14T17:00:00,0,0,0,,
Sucre,Colombia,2020-03-14T17:00:00,0,0,0,,
Tolima,Colombia,2020-03-14T17:00:00,0,0,0,,
Valle del Cauca,Colombia,2020-03-14T17:00:00,2,0,0,,
Vaupes,Colombia,2020-03-14T17:00:00,0,0,0,,
Vichada,Colombia,2020-03-14T17:00:00,0,0,0,,
Alajuela,Costa Rica,,,,,,
Cartago,Costa Rica,,,,,,
Guanacaste,Costa Rica,,,,,,
Heredia,Costa Rica,,,,,,
Limon,Costa Rica,,,,,,
Puntarenas,Costa Rica,,,,,,
San Jose,Costa Rica,,,,,,
Azua,Dominican Republic,2020-03-14T16:00:00,,,,,
Baoruco,Dominican Republic,2020-03-14T16:00:00,,,,,
Barahona,Dominican Republic,2020-03-14T16:00:00,,,,,
Dajabon,Dominican Republic,2020-03-14T16:00:00,,,,,
Distrito Nacional,Dominican Republic,2020-03-14T16:00:00,,,,,
Duarte,Dominican Republic,2020-03-14T16:00:00,,,,,
El Seibo,Dominican Republic,2020-03-14T16:00:00,,,,,
Elias Pina,Dominican Republic,2020-03-14T16:00:00,,,,,
Espaillat,Dominican Republic,2020-03-14T16:00:00,,,,,
Hato Mayor,Dominican Republic,2020-03-14T16:00:00,,,,,
Hermanas Mirabal,Dominican Republic,2020-03-14T16:00:00,,,,,
Independencia,Dominican Republic,2020-03-14T16:00:00,,,,,
La Altagracia,Dominican Republic,2020-03-14T16:00:00,,,,,
La Romana,Dominican Republic,2020-03-14T16:00:00,,,,,
La Vega,Dominican Republic,2020-03-14T16:00:00,,,,,
Maria Trinidad Sanchez,Dominican Republic,2020-03-14T16:00:00,,,,,
Monsenor Nouel,Dominican Republic,2020-03-14T16:00:00,,,,,
Monte Cristi,Dominican Republic,2020-03-14T16:00:00,,,,,
Monte Plata,Dominican Republic,2020-03-14T16:00:00,,,,,
Pedernales,Dominican Republic,2020-03-14T16:00:00,,,,,
Peravia,Dominican Republic,2020-03-14T16:00:00,,,,,
Puerto Plata,Dominican Republic,2020-03-14T16:00:00,,,,,
Samana,Dominican Republic,2020-03-14T16:00:00,,,,,
San Cristobal,Dominican Republic,2020-03-14T16:00:00,,,,,
San Jose de Ocoa,Dominican Republic,2020-03-14T16:00:00,,,,,
San Juan,Dominican Republic,2020-03-14T16:00:00,,,,,
San Pedro de Macoris,Dominican Republic,2020-03-14T16:00:00,,,,,
Sanchez Ramirez,Dominican Republic,2020-03-14T16:00:00,,,,,
Santiago,Dominican Republic,2020-03-14T16:00:00,,,,,
Santiago Rodriguez,Dominican Republic,2020-03-14T16:00:00,,,,,
Santo Domingo,Dominican Republic,2020-03-14T16:00:00,,,,,
Valverde,Dominican Republic,2020-03-14T16:00:00,,,,,
Azuay,Ecuador,2020-03-14T16:00:00,1,0,0,,
Bolivar,Ecuador,2020-03-14T16:00:00,0,0,0,,
Canar,Ecuador,2020-03-14T16:00:00,0,0,0,,
Carchi,Ecuador,2020-03-14T16:00:00,0,0,0,,
Chimborazo,Ecuador,2020-03-14T16:00:00,0,0,0,,
Cotopaxi,Ecuador,2020-03-14T16:00:00,0,0,0,,
El Oro,Ecuador,2020-03-14T16:00:00,0,0,0,,
Esmeraldas,Ecuador,2020-03-14T16:00:00,0,0,0,,
Galapagos,Ecuador,2020-03-14T16:00:00,0,0,0,,
Guayas,Ecuador,2020-03-14T16:00:00,11,0,0,,
Imbabura,Ecuador,2020-03-14T16:00:00,0,0,0,,
Loja,Ecuador,2020-03-14T16:00:00,0,0,0,,
Los Rios,Ecuador,2020-03-14T16:00:00,11,0,0,,
Manabi,Ecuador,2020-03-14T16:00:00,0,0,0,,
Morona Santiago,Ecuador,2020-03-14T16:00:00,0,0,0,,
Napo,Ecuador,2020-03-14T16:00:00,0,0,0,,
Orellana,Ecuador,2020-03-14T16:00:00,0,0,0,,
Pastaza,Ecuador,2020-03-14T16:00:00,0,0,0,,
Pichincha,Ecuador,2020-03-14T16:00:00,4,0,0,,
Santa Elena,Ecuador,2020-03-14T16:00:00,0,0,0,,
Santo Domingo de los Tsachilas,Ecuador,2020-03-14T16:00:00,0,0,0,,
Sucumbios,Ecuador,2020-03-14T16:00:00,1,0,0,,
Tungurahua,Ecuador,2020-03-14T16:00:00,0,0,0,,
Zamora-Chinchipe,Ecuador,2020-03-14T16:00:00,0,0,0,,
Ahuachapan,El Salvador,,0,0,0,,
Cabanas,El Salvador,,0,0,0,,
Chalatenango,El Salvador,,0,0,0,,
Cuscatlan,El Salvador,,0,0,0,,
La Libertad,El Salvador,,0,0,0,,
La Paz,El Salvador,,0,0,0,,
La Unión,El Salvador,,0,0,0,,
Morazan,El Salvador,,0,0,0,,
San Miguel,El Salvador,,0,0,0,,
San Vicente,El Salvador,,0,0,0,,
Santa Ana,El Salvador,,0,0,0,,
Sonsonate,El Salvador,,0,0,0,,
Usulutan,El Salvador,,0,0,0,,
Atlantida,Honduras,,,,,,
Choluteca,Honduras,,,,,,
Colon,Honduras,,,,,,
Comayagua,Honduras,,,,,,
Copan,Honduras,,,,,,
Cortes,Honduras,,,,,,
El Paraiso,Honduras,,,,,,
Francisco Morazan,Honduras,,,,,,
Gracias a Dios,Honduras,,,,,,
Intibuca,Honduras,,,,,,
Islas de la Bahia,Honduras,,,,,,
La Paz,Honduras,,,,,,
Lempira,Honduras,,,,,,
Ocotepeque,Honduras,,,,,,
Olancho,Honduras,,,,,,
Santa Barbara,Honduras,,,,,,
Valle,Honduras,,,,,,
Yoro,Honduras,,,,,,
Aguascalientes,Mexico,,,,,,
Baja California,Mexico,,,,,,
Baja California Sur,Mexico,,,,,,
Campeche,Mexico,,,,,,
Chiapas,Mexico,,,,,,
Chihuahua,Mexico,,,,,,
Coahuila,Mexico,,,,,,
Colima,Mexico,,,,,,
Ciudad de Mexico,Mexico,,,,,,
Durango,Mexico,,,,,,
Guanajuato,Mexico,,,,,,
Guerrero,Mexico,,,,,,
Hidalgo,Mexico,,,,,,
Jalisco,Mexico,,,,,,
Mexico,Mexico,,,,,,
Michoacan,Mexico,,,,,,
Morelos,Mexico,,,,,,
Nayarit,Mexico,,,,,,
Nuevo Leon,Mexico,,,,,,
Oaxaca,Mexico,,,,,,
Puebla,Mexico,,,,,,
Queretaro,Mexico,,,,,,
Quintana Roo,Mexico,,,,,,
San Luis Potosi,Mexico,,,,,,
Sinaloa,Mexico,,,,,,
Sinaloa,Mexico,,,,,,
Sonora,Mexico,,,,,,
Tabasco,Mexico,,,,,,
Tamaulipas,Mexico,,,,,,
Tlaxcala,Mexico,,,,,,
Veracruz,Mexico,,,,,,
Yucatan,Mexico,,,,,,
Zacatecas,Mexico,,,,,,
Boaco,Nicaragua,,0,0,0,,
Carazo,Nicaragua,,0,0,0,,
Chinandega,Nicaragua,,0,0,0,,
Chontales,Nicaragua,,0,0,0,,
Estelí,Nicaragua,,0,0,0,,
Granada,Nicaragua,,0,0,0,,
Jinotega,Nicaragua,,0,0,0,,
León,Nicaragua,,0,0,0,,
Madriz,Nicaragua,,0,0,0,,
Managua,Nicaragua,,0,0,0,,
Masaya,Nicaragua,,0,0,0,,
Matagalpa,Nicaragua,,0,0,0,,
Nueva Segovia,Nicaragua,,0,0,0,,
Rivas,Nicaragua,,0,0,0,,
Rio San Juan,Nicaragua,,0,0,0,,
NCCAR,Nicaragua,,0,0,0,,
SCCAR,Nicaragua,,0,0,0,,
Bocas del Toro,Panama,,,,,,
Chiriqui,Panama,,,,,,
Cocle,Panama,,,,,,
Colon,Panama,,,,,,
Darien,Panama,,,,,,
Herrera,Panama,,,,,,
Los Santos,Panama,,,,,,
Panama,Panama,,,,,,
Panama Oeste,Panama,,,,,,
Veraguas,Panama,,,,,,
Embera,Panama,,,,,,
Guna Yala,Panama,,,,,,
Ngabe-Bugle,Panama,,,,,,
Distrito Capital,Paraguay,,,,,,
Concepcion,Paraguay,,,,,,
San Pedro,Paraguay,,,,,,
Cordillera,Paraguay,,,,,,
Guaira,Paraguay,,,,,,
Caaguazu,Paraguay,,,,,,
Caazapa,Paraguay,,,,,,
Itapua,Paraguay,,,,,,
Misiones,Paraguay,,,,,,
Paraguari,Paraguay,,,,,,
Alto Parana,Paraguay,,,,,,
Central,Paraguay,,,,,,
Neembucu,Paraguay,,,,,,
Amambay,Paraguay,,,,,,
Canindeyu,Paraguay,,,,,,
Presidente Hayes,Paraguay,,,,,,
Alto Paraguay,Paraguay,,,,,,
Boqueron,Paraguay,,,,,,
Artigas,Uruguay,,,,,,
Canelones,Uruguay,,,,,,
Cerro Largo,Uruguay,,,,,,
Colonia,Uruguay,,,,,,
Durazno,Uruguay,,,,,,
Flores,Uruguay,,,,,,
Florida,Uruguay,,,,,,
Lavalleja,Uruguay,,,,,,
Maldonado,Uruguay,,,,,,
Montevideo,Uruguay,,,,,,
Paysandu,Uruguay,,,,,,
Rio Negro,Uruguay,,,,,,
Rivera,Uruguay,,,,,,
Rocha,Uruguay,,,,,,
Salto,Uruguay,,,,,,
San Jose,Uruguay,,,,,,
Soriano,Uruguay,,,,,,
Tacuarembo,Uruguay,,,,,,
Treinta y Tres,Uruguay,,,,,,
Amazonas,Venezuela,,,,,,
Anzoategui,Venezuela,,,,,,
Apure,Venezuela,,,,,,
Aragua,Venezuela,,,,,,
Barinas,Venezuela,,,,,,
Bolivar,Venezuela,,,,,,
Carabobo,Venezuela,,,,,,
Cojedes,Venezuela,,,,,,
Delta Amacuro,Venezuela,,,,,,
Falcon,Venezuela,,,,,,
Guarico,Venezuela,,,,,,
Vargas,Venezuela,,,,,,
Lara,Venezuela,,,,,,
Merida,Venezuela,,,,,,
Miranda,Venezuela,,,,,,
Monagas,Venezuela,,,,,,
Nueva Esparta,Venezuela,,,,,,
Portuguesa,Venezuela,,,,,,
Sucre,Venezuela,,,,,,
Tachira,Venezuela,,,,,,
Trujillo,Venezuela,,,,,,
Yaracuy,Venezuela,,,,,,
Zulia,Venezuela,,,,,,
