Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Chiriqui,Panama,,,,,,
Cocle,Panama,,,,,,
Colon,Panama,,,,,,
Darien,Panama,,,,,,
Herrera,Panama,,,,,,
Los Santos,Panama,,,,,,
Panama,Panama,,,,,,
Panama Oeste,Panama,,,,,,
Veraguas,Panama,,,,,,
Distrito Capital,Paraguay,,,,,,
Concepcion,Paraguay,,,,,,
San Pedro,Paraguay,,,,,,
Cordillera,Paraguay,,,,,,
Guaira,Paraguay,,,,,,
Caaguazu,Paraguay,,,,,,
Caazapa,Paraguay,,,,,,
Itapua,Paraguay,,,,,,
Misiones,Paraguay,,,,,,
Paraguari,Paraguay,,,,,,
Alto Parana,Paraguay,,,,,,
Central,Paraguay,,,,,,
Neembucu,Paraguay,,,,,,
Amambay,Paraguay,,,,,,
Canindeyu,Paraguay,,,,,,
Presidente Hayes,Paraguay,,,,,,
Alto Paraguay,Paraguay,,,,,,
Boqueron,Paraguay,,,,,,
Lima,Peru,2020-03-18T16:59:34,111,0,1,,
Tumbes,Peru,2020-03-18T16:59:34,0,0,0,,
Piura,Peru,2020-03-18T16:59:34,2,0,0,,
Lambayeque,Peru,2020-03-18T16:59:34,6,0,0,,
La Libertad,Peru,2020-03-18T16:59:34,2,0,0,,
Cajamarca,Peru,2020-03-18T16:59:34,0,0,0,,
Amazonas,Peru,2020-03-18T16:59:34,0,0,0,,
Ancash,Peru,2020-03-18T16:59:34,2,0,0,,
San Martin,Peru,2020-03-18T16:59:34,0,0,0,,
Huanuco,Peru,2020-03-18T16:59:34,2,0,0,,
Loreto,Peru,2020-03-18T16:59:34,10,0,0,,
Ucayali,Peru,2020-03-18T16:59:34,0,0,0,,
Pasco,Peru,2020-03-18T16:59:34,0,0,0,,
Junin,Peru,2020-03-18T16:59:34,0,0,0,,
Ica,Peru,2020-03-18T16:59:34,1,0,0,,
Huancavelica,Peru,2020-03-18T16:59:34,0,0,0,,
Ayacucho,Peru,2020-03-18T16:59:34,0,0,0,,
Cusco,Peru,2020-03-18T16:59:34,1,0,0,,
Madre de dios,Peru,2020-03-18T16:59:34,1,0,0,,
Apurimac,Peru,2020-03-18T16:59:34,0,0,0,,
Arequipa,Peru,2020-03-18T16:59:34,2,0,0,,
Puno,Peru,2020-03-18T16:59:34,0,0,0,,
Moquegua,Peru,2020-03-18T16:59:34,0,0,0,,
Tacna,Peru,2020-03-18T16:59:34,0,0,0,,
Callao,Peru,2020-03-18T16:59:34,5,0,0,,
Artigas,Uruguay,,,,,,
Canelones,Uruguay,,,,,,
Cerro Largo,Uruguay,,,,,,
Colonia,Uruguay,,,,,,
Durazno,Uruguay,,,,,,
Flores,Uruguay,,,,,,
Florida,Uruguay,,,,,,
Lavalleja,Uruguay,,,,,,
Maldonado,Uruguay,,,,,,
Montevideo,Uruguay,,,,,,
Paysandu,Uruguay,,,,,,
Rio Negro,Uruguay,,,,,,
Rivera,Uruguay,,,,,,
Rocha,Uruguay,,,,,,
Salto,Uruguay,,,,,,
San Jose,Uruguay,,,,,,
Soriano,Uruguay,,,,,,
Tacuarembo,Uruguay,,,,,,
Treinta y Tres,Uruguay,,,,,,
Amazonas,Venezuela,,,,,,
Anzoategui,Venezuela,,,,,,
Apure,Venezuela,,,,,,
Aragua,Venezuela,,,,,,
Barinas,Venezuela,,,,,,
Bolivar,Venezuela,,,,,,
Carabobo,Venezuela,,,,,,
Cojedes,Venezuela,,,,,,
Delta Amacuro,Venezuela,,,,,,
Falcon,Venezuela,,,,,,
Guarico,Venezuela,,,,,,
Vargas,Venezuela,,,,,,
Lara,Venezuela,,,,,,
Merida,Venezuela,,,,,,
Miranda,Venezuela,,,,,,
Monagas,Venezuela,,,,,,
Nueva Esparta,Venezuela,,,,,,
Portuguesa,Venezuela,,,,,,
Sucre,Venezuela,,,,,,
Tachira,Venezuela,,,,,,
Trujillo,Venezuela,,,,,,
Yaracuy,Venezuela,,,,,,
Zulia,Venezuela,,,,,,
